City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,vorgashor,67.5833,63.95,-16.88,93,96,2.99,RU,1699918051
84,yemetsk,63.4721,41.7941,-1.37,97,100,3.0,RU,1699918051
85,tobelo,1.7284,128.0095,27.55,78,80,1.32,ID,1699918052
86,victoria point,-27.5833,153.3,26.06,74,79,0.89,AU,1699918052
87,fort bragg,35.139,-79.006,12.3,70,0,1.54,US,1699918052
88,mount isa,-20.7333,139.5,32.87,22,4,3.6,AU,1699918053
89,puerto ayora,-0.7393,-90.3518,24.75,94,70,2.68,EC,1699917928
90,anadyr,64.75,177.4833,-11.72,78,38,13.86,RU,1699918053
91,punta arenas,-53.15,-70.9167,4.06,65,20,10.29,CL,1699918053
92,nuuk,64.1835,-51.7216,-5.07,85,87,6.71,GL,1699918016
93,serhiyivka,46.0272,30.3768,8.33,68,1,2.97,UA,1699918054
94,cabo san lucas,22.8909,-109.9124,30.61,61,0,3.09,MX,1699918054
95,ovalle,-30.5983,-71.2003,21.6,38,69,1.89,CL,1699918054
96,lebu,-37.6167,-73.65,11.61,75,29,3.39,CL,1699918054
97,bossangoa,6.4926,17.4552,22.7,91,79,0.56,CF,1699918055
98,tonekabon,36.8163,50.8738,20.44,61,86,2.15,IR,1699918055
99,san-pedro,4.7485,-6.6363,25.95,88,3,1.93,CI,1699918055
100,hasaki,35.7333,140.8333,11.27,45,0,5.28,JP,1699918055
101,natal,-5.795,-35.2094,27.36,83,40,5.66,BR,1699917921
102,cabedelo,-6.9811,-34.8339,26.37,77,83,4.47,BR,1699918056
103,zag,46.9441,99.165,-14.17,86,71,0.83,MN,1699918056
104,pisco,-13.7,-76.2167,20.57,83,0,6.69,PE,1699918056
105,kingaroy,-26.5333,151.8333,25.74,45,15,3.95,AU,1699918057
106,susuman,62.7833,148.1667,-33.46,99,79,0.27,RU,1699918057
107,arbatache,36.6377,3.3713,11.18,76,20,1.03,DZ,1699918057
108,olonkinbyen,70.9221,-8.7187,-2.21,69,95,2.89,SJ,1699917922
109,floriano,-6.7669,-43.0225,30.2,38,1,2.22,BR,1699918058
110,bethel,41.3712,-73.414,6.42,67,75,1.54,US,1699917913
111,enewetak,11.3474,162.3373,28.4,80,96,8.33,MH,1699918058
112,codrington,-38.2667,141.9667,14.62,64,100,2.83,AU,1699918058
113,yaren,-0.5472,166.916,27.37,82,100,11.39,NR,1699918059
114,touros,-5.1989,-35.4608,26.68,78,69,5.29,BR,1699918059
115,happy valley-goose bay,53.3168,-60.3315,-1.83,69,75,6.69,CA,1699918059
116,mount pearl,47.5166,-52.7813,-0.08,80,100,4.12,CA,1699918059
117,kerikeri,-35.2268,173.9474,20.51,77,66,0.89,NZ,1699918060
118,labytnangi,66.6572,66.4183,-20.85,100,88,0.91,RU,1699918060
119,sungai penuh,-2.0833,101.3833,18.15,96,44,1.23,ID,1699918060
120,manaure,11.7751,-72.4445,29.24,73,79,8.71,CO,1699918060
121,kayangel,8.0823,134.7173,29.12,76,99,7.89,PW,1699917862
122,vila velha,-20.3297,-40.2925,26.97,82,0,4.63,BR,1699918061
123,invercargill,-46.4,168.35,18.34,52,38,6.71,NZ,1699918061
124,cadiz,36.5,-5.75,16.53,66,84,1.28,ES,1699918061
125,parnu,58.3859,24.4971,1.05,86,100,1.54,EE,1699918062
126,la romana,18.4273,-68.9728,27.2,83,20,2.06,DO,1699918062
127,gorom-gorom,14.4439,-0.2361,27.75,11,0,4.67,BF,1699918062
128,fort mcmurray,56.7268,-111.381,-2.23,80,100,3.6,CA,1699917924
129,shahr-e babak,30.1165,55.1186,13.0,21,100,3.3,IR,1699918063
130,akjoujt,19.6969,-14.4164,26.9,18,33,0.71,MR,1699918063
131,turpan,42.9333,89.1667,8.03,31,100,1.2,CN,1699918063
132,lata,40.1629,-8.3327,16.07,94,43,1.57,PT,1699918064
133,ust'-kut,56.7938,105.7672,-4.77,97,100,2.24,RU,1699918064
134,harstad,68.799,16.5293,-2.99,79,2,6.26,NO,1699918064
135,hermanus,-34.4187,19.2345,15.8,79,4,8.94,ZA,1699918064
136,galveston,29.3669,-94.9669,16.7,92,100,2.24,US,1699918064
137,goundi,9.3627,17.366,25.36,71,66,1.15,TD,1699918065
138,papao,-17.75,-149.55,29.82,88,100,5.55,PF,1699918065
139,udachny,66.4167,112.4,-6.97,92,100,3.97,RU,1699918065
140,new norfolk,-42.7826,147.0587,14.95,44,78,2.6,AU,1699918065
141,kodiak,57.79,-152.4072,6.73,45,20,8.23,US,1699918065
142,callao,-12.0667,-77.15,20.16,77,20,3.09,PE,1699918066
143,komsomol'skiy,43.9783,46.6985,10.56,93,92,3.72,RU,1699918066
144,ust-nera,64.5667,143.2,-31.39,98,65,2.25,RU,1699918066
145,longyearbyen,78.2186,15.6401,-10.09,79,75,4.12,SJ,1699918066
146,at taj,24.2049,23.2857,18.45,31,0,4.56,LY,1699918066
147,khandyga,62.6667,135.6,-33.18,100,67,1.28,RU,1699918067
148,shalqar,47.8333,59.6,5.24,81,100,6.15,KZ,1699918067
149,kittila,67.6647,24.8936,-17.92,85,100,0.51,FI,1699918067
150,lazaro cardenas,17.9583,-102.2,29.35,74,38,3.45,MX,1699918068
151,hawaiian paradise park,19.5933,-154.9731,27.73,73,40,4.63,US,1699918068
152,kruisfontein,-34.0033,24.7314,13.28,82,81,4.14,ZA,1699918068
153,gidam,18.9833,81.4,18.31,68,100,1.28,IN,1699918068
154,gering,41.8258,-103.6605,19.56,18,0,4.63,US,1699918068
155,guixi,28.2886,117.2133,8.63,76,61,0.39,CN,1699918069
156,odienne,9.51,-7.5692,24.74,48,100,1.98,CI,1699918069
157,utrik,11.2278,169.8474,28.16,82,72,8.11,MH,1699918069
158,itupiranga,-5.1347,-49.3267,27.18,44,70,0.5,BR,1699917828
159,i-n-salah,27.1935,2.4607,21.42,26,0,5.25,DZ,1699918069
160,bilibino,68.0546,166.4372,-28.45,100,100,2.08,RU,1699917939
161,boyolangu,-8.1181,111.8935,25.32,88,89,0.73,ID,1699918070
162,bomi,7.2461,-11.5258,25.07,92,100,0.52,SL,1699918070
163,hami,42.8,93.45,3.11,28,99,5.8,CN,1699918070
164,wailua homesteads,22.0669,-159.378,29.24,83,75,8.23,US,1699918070
165,markovo,57.3206,107.0881,-4.8,95,100,2.71,RU,1699918070
166,buston,40.2342,69.6948,8.1,76,0,6.0,TJ,1699918071
167,tongliao,43.6125,122.2653,-6.96,89,5,2.43,CN,1699918071
168,al hazm,16.1641,44.7769,21.78,42,22,1.57,YE,1699918071
169,knoxville,35.9606,-83.9207,17.11,49,0,0.0,US,1699918032
170,mata-utu,-13.2816,-176.1745,28.86,74,52,3.83,WF,1699918071
171,maun,-19.9833,23.4167,28.53,27,49,2.18,BW,1699918071
172,whakatane,-37.9585,176.9854,21.05,56,100,3.69,NZ,1699918072
173,gadzhiyevo,69.2551,33.3362,-8.7,96,99,0.95,RU,1699918072
174,east london,-33.0153,27.9116,15.96,75,100,3.24,ZA,1699918072
175,kadnikov,59.5022,40.338,2.68,97,100,3.82,RU,1699917868
176,margaret river,-33.95,115.0667,15.5,86,99,5.3,AU,1699918072
177,cacak,43.8914,20.3497,1.78,71,36,1.56,RS,1699918073
178,perugorria,-29.3413,-58.6106,18.72,97,100,5.54,AR,1699918073
179,port mathurin,-19.6833,63.4167,24.96,78,0,1.19,MU,1699918073
180,kashgar,39.4547,75.9797,5.56,42,0,3.0,CN,1699918073
181,hobyo,5.3505,48.5268,26.51,84,80,1.8,SO,1699918073
182,tsiombe,-25.3,45.4833,21.58,80,93,1.58,MG,1699918074
183,itoman,26.1247,127.6694,21.21,56,40,5.14,JP,1699918074
184,bethanie,-26.4833,17.15,24.82,9,1,2.28,NA,1699918074
185,tazovsky,67.4667,78.7,-18.83,94,7,3.9,RU,1699918074
186,mount gambier,-37.8333,140.7667,12.28,82,100,0.62,AU,1699918074
187,guerrero negro,27.9769,-114.0611,24.43,39,35,5.74,MX,1699918075
188,nadi,-17.8,177.4167,31.0,62,75,3.6,FJ,1699918068
189,gizo,-8.103,156.8419,27.65,75,100,3.83,SB,1699917919
190,tshikapa,-6.4167,20.8,20.46,95,66,0.71,CD,1699918075
191,mwinilunga,-11.7358,24.4293,17.56,89,85,1.08,ZM,1699918075
192,andergrove,-21.0833,149.1833,28.14,59,9,3.25,AU,1699918076
193,el granada,37.5027,-122.4694,21.99,69,40,4.12,US,1699918076
194,mili,6.0815,171.735,28.21,83,100,6.28,MH,1699918076
195,magadan,59.5667,150.8,-21.93,74,86,5.46,RU,1699918076
196,pokachi,61.7198,75.3683,-13.22,94,84,0.74,RU,1699918076
197,blagodarnyy,45.0978,43.4364,9.47,68,97,5.54,RU,1699918077
198,cuatro cienegas de carranza,26.9833,-102.0833,14.6,89,100,2.04,MX,1699918077
199,salekhard,66.53,66.6019,-21.69,100,92,0.76,RU,1699918077
200,cozumel,20.5083,-86.9458,27.19,96,100,4.63,MX,1699917824
201,san patricio,28.017,-97.5169,18.24,91,100,5.49,US,1699918077
202,aasiaat,68.7098,-52.8699,-10.29,85,100,2.43,GL,1699918078
203,iskateley,67.6803,53.1512,-13.32,97,100,3.58,RU,1699918078
204,lompoc,34.6391,-120.4579,23.21,63,0,5.36,US,1699918078
205,nairn,57.5809,-3.8797,7.95,98,75,0.0,GB,1699918078
206,espumoso,-28.7247,-52.8497,19.64,95,100,3.69,BR,1699918078
207,west island,-12.1568,96.8225,25.99,83,75,4.12,CC,1699918079
208,green river,41.5286,-109.4662,11.77,38,88,1.23,US,1699918079
209,pailon,-17.65,-62.75,31.82,35,61,4.31,BO,1699918079
210,bejaia,36.7559,5.0843,13.6,77,0,3.09,DZ,1699918079
211,yulinshi,38.2906,109.7494,-1.02,36,0,0.87,CN,1699918079
212,avarua,-21.2078,-159.775,24.03,64,75,3.6,CK,1699917929
213,porbandar,21.6422,69.6093,25.64,28,100,3.45,IN,1699918080
214,san carlos,9.6612,-68.5827,25.86,82,90,0.93,VE,1699917855
215,roxboro,36.3937,-78.9828,12.82,71,0,0.0,US,1699918080
216,georgetown,5.4112,100.3354,25.96,92,20,1.54,MY,1699917800
217,dryden,49.7833,-92.7503,1.16,80,0,1.54,CA,1699918081
218,ronneby,56.21,15.276,2.28,100,100,6.17,SE,1699918081
219,thinadhoo,0.5333,72.9333,27.52,79,97,3.48,MV,1699917915
220,moussoro,13.6408,16.4901,30.6,19,100,3.9,TD,1699918081
221,namdrik,5.5994,168.1028,27.9,76,100,2.72,MH,1699918082
222,tselina,46.5338,41.0328,8.93,92,100,4.22,RU,1699918082
223,yeppoon,-23.1333,150.7333,27.88,53,0,3.67,AU,1699918082
224,kapuskasing,49.4169,-82.4331,1.05,93,100,6.69,CA,1699918083
225,remire-montjoly,4.9167,-52.2667,27.02,83,0,0.51,GF,1699918083
226,sol'tsy,58.1239,30.3238,1.35,98,100,2.81,RU,1699918083
227,mossel bay,-34.1831,22.146,14.96,84,45,8.08,ZA,1699918084
228,zhongshu,24.5167,103.7667,10.85,98,100,1.2,CN,1699918084
229,arraial do cabo,-22.9661,-42.0278,24.02,89,74,4.96,BR,1699918084
230,belokurikha,51.9959,84.9896,1.83,97,100,3.42,RU,1699918085
231,atafu village,-8.5421,-172.5159,28.93,78,95,4.3,TK,1699917978
232,yuzhno-kurilsk,44.0306,145.8556,2.43,80,100,8.94,RU,1699918086
233,tougan,13.0667,-3.0667,26.07,15,0,3.97,BF,1699918087
234,selfoss,63.9331,-20.9971,2.92,64,56,6.62,IS,1699918087
235,meadow lakes,61.6247,-149.6011,-1.81,90,100,0.0,US,1699918087
236,baishishan,43.5833,127.5667,-9.49,92,36,0.87,CN,1699918000
237,esperanza,19.5847,-70.9849,26.32,80,4,3.68,DO,1699918088
238,jianshui,23.6363,102.8264,15.12,97,99,0.89,CN,1699918088
239,sterling,39.0062,-77.4286,10.56,69,20,1.34,US,1699917957
240,escarcega,18.6089,-90.7454,28.23,61,81,0.99,MX,1699918089
241,bredasdorp,-34.5322,20.0403,15.15,82,4,6.68,ZA,1699917935
242,arno,60.1167,18.6333,2.1,98,100,3.7,SE,1699918090
243,nadym,65.5333,72.5167,-18.12,98,41,2.36,RU,1699918090
244,howard springs,-12.497,131.047,30.49,70,50,1.19,AU,1699918090
245,vytegra,61.0064,36.4481,3.53,89,100,5.36,RU,1699918091
246,sitka,57.0531,-135.33,4.94,70,100,2.06,US,1699918091
247,ryotsu-minato,38.0833,138.4333,10.28,67,100,7.13,JP,1699918091
248,kimry,56.8667,37.35,4.55,94,99,1.79,RU,1699918091
249,elko,41.0002,-115.5012,13.46,20,100,2.24,US,1699918092
250,petropavlovsk-kamchatsky,53.0452,158.6483,-3.08,74,0,12.52,RU,1699918092
251,kabinda,-6.1333,24.4833,19.84,99,100,1.86,CD,1699918092
252,paracuru,-3.41,-39.0306,27.84,81,13,5.54,BR,1699918093
253,myanaung,18.2833,95.3167,22.71,88,38,3.02,MM,1699918093
254,akureyri,65.6835,-18.0878,1.96,80,40,1.54,IS,1699918093
255,pimentel,-6.8367,-79.9342,22.16,73,0,10.8,PE,1699918094
256,aras-asan,8.8908,126.3033,26.41,85,59,1.14,PH,1699918094
257,laem sing,12.4816,102.0738,25.19,84,100,3.44,TH,1699918094
258,lagunas,-5.2269,-75.6753,29.47,63,99,1.11,PE,1699918094
259,togur,58.3631,82.8265,-6.03,92,7,3.13,RU,1699918094
260,ciudad del carmen,18.6333,-91.8333,27.02,83,20,3.6,MX,1699918095
261,la ronge,55.1001,-105.2842,2.14,75,100,5.14,CA,1699918095
262,luwuk,-0.9516,122.7875,27.84,74,59,0.7,ID,1699918095
263,hilo,19.7297,-155.09,27.85,72,40,4.63,US,1699918096
264,port saint john's,-31.6229,29.5448,16.83,79,100,3.76,ZA,1699918096
265,vila franca do campo,37.7167,-25.4333,19.23,99,100,1.57,PT,1699918096
266,ostroh,50.3294,26.5143,2.38,91,48,2.99,UA,1699918097
267,novyy urengoy,66.0833,76.6333,-16.53,93,7,3.75,RU,1699918097
268,mantua,45.1667,10.7833,10.58,88,99,1.02,IT,1699918097
269,masterton,-40.9597,175.6575,18.29,44,71,4.73,NZ,1699918097
270,sa pa,22.3402,103.8441,10.59,99,100,0.79,VN,1699918097
271,ust'-ilimsk,58.0006,102.6619,-1.98,95,99,4.47,RU,1699918098
272,hithadhoo,-0.6,73.0833,27.05,83,57,4.42,MV,1699918098
273,alvarado,18.7667,-95.7667,24.81,82,77,10.33,MX,1699918098
274,piacabucu,-10.4056,-36.4344,24.69,82,52,4.11,BR,1699918099
275,faya-largeau,17.9257,19.1043,26.22,17,69,10.01,TD,1699918099
276,priladozhskiy,59.85,31.4833,-0.26,1,100,3.49,RU,1699918099
277,sinan,34.8262,126.1086,7.06,60,35,6.27,KR,1699918100
278,brigantine,39.4101,-74.3646,9.44,78,20,2.57,US,1699918026
279,mogocha,53.7333,119.7667,-11.11,77,99,1.11,RU,1699918102
280,steinbach,50.1667,8.5667,11.47,82,0,4.12,DE,1699918102
281,lohogaon,18.6,73.9167,20.91,64,79,1.58,IN,1699918103
282,qaqortoq,60.7167,-46.0333,-6.95,95,100,1.33,GL,1699918103
283,bhimunipatnam,17.8833,83.4333,23.73,80,100,3.43,IN,1699918104
284,kone,-21.0595,164.8658,26.86,41,24,2.46,NC,1699918104
285,prado,-17.3411,-39.2208,24.88,82,30,6.82,BR,1699918105
286,altay,47.8667,88.1167,-5.03,88,95,2.41,CN,1699918105
287,beyneu,45.3167,55.2,8.36,43,34,8.92,KZ,1699918105
288,puerto aysen,-45.4,-72.7,3.93,96,100,3.13,CL,1699918105
289,rio grande,-32.035,-52.0986,20.06,95,100,5.94,BR,1699918106
290,pauini,-7.7136,-66.9764,28.88,64,83,1.59,BR,1699918106
291,san pedro pochutla,15.7333,-96.4667,30.84,70,61,2.07,MX,1699917914
292,illizi,26.4833,8.4667,17.89,34,0,2.63,DZ,1699918107
293,zyryanovsk,49.7386,84.2719,0.2,98,100,0.2,KZ,1699918108
294,bandon,51.7469,-8.7425,11.77,86,81,9.15,IE,1699918109
295,piracaia,-23.0539,-46.3581,30.58,45,95,0.93,BR,1699918109
296,grande prairie,55.1667,-118.8027,-2.9,93,100,3.09,CA,1699917421
297,al jawf,29.5,38.75,21.85,43,59,3.4,SA,1699918110
298,remedios,22.4947,-79.5458,25.51,79,40,4.7,CU,1699918111
299,tanout,14.9709,8.8879,23.31,13,54,4.65,NE,1699918111
300,luderitz,-26.6481,15.1594,16.54,73,0,2.06,NA,1699918112
301,oelwein,42.6733,-91.9135,12.63,39,0,1.34,US,1699918112
302,tolanaro,-25.0319,46.9987,21.21,86,29,2.05,MG,1699918113
303,acarau,-2.8856,-40.12,27.08,77,25,7.81,BR,1699918114
304,alofi,-19.0595,-169.9187,25.94,89,100,6.69,NU,1699918115
305,san andres,12.5847,-81.7006,28.01,83,20,1.03,CO,1699918116
306,akobo,7.4344,3.9497,23.66,94,38,1.33,NG,1699918117
307,luena,-11.7833,19.9167,21.1,88,0,1.54,AO,1699918117
308,chetwayi,10.5333,76.05,24.51,77,53,2.78,IN,1699918118
309,bonito,-21.1211,-56.4819,32.85,32,8,2.43,BR,1699918095
310,opuwo,-18.0607,13.84,26.16,23,100,1.93,NA,1699918118
311,launceston,-41.45,147.1667,18.42,51,60,3.6,AU,1699918118
312,strelka,58.0728,93.0344,0.1,97,100,4.27,RU,1699918119
313,isafjordur,66.0755,-23.124,1.57,84,82,3.52,IS,1699918120
314,ak'ordat,15.5486,37.8867,27.4,59,13,1.71,ER,1699918121
315,port lincoln,-34.7333,135.8667,15.35,77,100,5.03,AU,1699917894
316,geraldton,-28.7667,114.6,21.23,83,100,4.63,AU,1699918121
317,miahuatlan de porfirio diaz,16.3333,-96.6,22.73,62,93,3.32,MX,1699918122
318,heunghae,36.1125,129.3522,3.43,69,2,3.4,KR,1699918123
319,vikhorevka,56.1201,101.1636,-0.23,89,100,3.45,RU,1699918124
320,tadine,-21.55,167.8833,23.73,55,75,7.63,NC,1699918124
321,naze,28.3667,129.4833,15.51,65,88,4.16,JP,1699918124
322,lorengau,-2.0226,147.2712,27.61,80,76,2.36,PG,1699918127
323,peterhead,57.5058,-1.7981,8.22,82,100,10.35,GB,1699918127
324,dinguiraye,11.3,-10.7167,22.24,24,33,1.14,GN,1699918128
325,bel ombre,-4.6167,55.4167,27.91,83,40,2.06,SC,1699918128
326,thief river falls,48.1191,-96.1812,6.53,70,0,4.63,US,1699918129
327,fuxin,42.0156,121.6589,-5.87,87,63,0.98,CN,1699918129
328,feurs,45.7399,4.2271,18.32,74,97,3.05,FR,1699918130
329,veraval,20.9,70.3667,25.72,33,100,4.04,IN,1699918130
330,afaahiti,-17.75,-149.2833,28.93,84,100,4.57,PF,1699918131
331,wynyard,-41.0,145.7167,15.59,50,98,3.11,AU,1699918131
332,jasper,37.2001,-94.3502,19.03,39,0,2.57,US,1699918132
333,panshan,41.1881,122.0494,0.24,73,100,0.98,CN,1699918132
334,pinotepa nacional,16.3167,-98.0167,29.3,70,73,2.34,MX,1699918133
335,kingston,17.997,-76.7936,29.53,78,20,7.72,JM,1699918038
336,charters towers,-20.1,146.2667,26.08,38,0,4.98,AU,1699918134
337,la passe,45.5549,-0.8967,17.13,95,100,6.33,FR,1699918134
338,anloga,5.7947,0.8973,27.72,81,0,3.71,GH,1699918135
339,praia da vitoria,38.7333,-27.0667,16.14,88,100,2.47,PT,1699918136
340,jijiga,9.35,42.8,17.04,63,99,2.77,ET,1699918137
341,tahlequah,35.9154,-94.97,18.6,9,0,0.0,US,1699918137
342,haiku-pauwela,20.9219,-156.3051,29.01,55,20,8.75,US,1699918137
343,konarka,19.9,86.1167,21.22,72,97,4.0,IN,1699918138
344,bata,1.8639,9.7658,25.62,88,100,0.99,GQ,1699918138
345,rongelap,11.1635,166.8941,28.05,84,100,7.83,MH,1699918139
346,zaozersk,69.4005,32.4476,-12.39,99,92,0.9,RU,1699918139
347,crucecita,-28.95,-58.9833,19.43,97,100,4.39,AR,1699918140
348,badger,64.8,-147.5333,-3.34,93,100,2.04,US,1699918140
349,alesund,62.4723,6.1549,2.96,78,0,5.14,NO,1699918140
350,ola,59.5833,151.2833,-21.59,78,80,5.74,RU,1699918141
351,gaigeturi,33.4644,126.3183,11.03,54,75,3.09,KR,1699918141
352,pekanbaru,0.5333,101.45,24.18,100,40,2.06,ID,1699918141
353,moses lake,47.1301,-119.2781,12.38,50,0,3.6,US,1699918142
354,howrah,22.5892,88.3103,21.0,83,34,2.06,IN,1699918142
355,bardai,11.65,7.2333,22.38,22,72,3.12,NG,1699918143
356,tazacorte,28.629,-17.9293,23.97,39,40,4.63,ES,1699918143
357,port augusta,-32.5,137.7667,21.64,50,55,7.05,AU,1699918143
358,guiglo,6.5456,-7.4966,23.46,92,66,0.92,CI,1699918144
359,creston,41.0586,-94.3614,12.98,33,0,2.57,US,1699918144
360,tarhuna,32.435,13.6332,15.88,83,1,2.87,LY,1699918144
361,kunwi,36.2347,128.5728,4.54,79,5,0.62,KR,1699918145
362,hidden valley lake,38.808,-122.5583,19.56,52,14,0.45,US,1699918145
363,ylistaro,62.9396,22.5131,-1.75,92,100,0.45,FI,1699918145
364,aytre,46.1357,-1.1145,15.02,100,100,4.12,FR,1699918146
365,manavalakurichi,8.1333,77.3,26.0,82,100,1.06,IN,1699918146
